,l2_norm
239,0.9978040757328064
240,1.0018997052504808
241,1.0057379402016213
242,1.0075486913390341
243,1.002538156721728
244,0.9964983904297086
245,0.9992964286346669
246,1.0003003067179375
247,1.006686674385829
248,1.0015705040789689
249,0.9998587076412346
250,1.0030540890914108
251,1.0108640030083176
252,1.0106319185173207
253,1.0054751916442295
254,0.9947112513503605
255,0.9990451326331559
256,0.9962167649357242
257,1.000080321817203
258,0.9957320602908194
259,0.994122188524127
260,0.9957292510928861
261,0.996150059096018
262,1.0034416756094995
263,0.9953651563592129
264,0.9926932373749707
265,0.9950682091731199
266,0.998637914398407
267,1.0057391291413493
268,1.0058922407360542
269,1.0020358761810877
270,1.004126304057911
271,0.9983501667821767
272,1.0015228249595711
273,1.0040043117377535
274,1.0000079486374096
275,0.9935790032171573
276,0.9957852262435912
277,1.0132641990744566
278,1.005362469907247
279,1.0026145576062617
280,1.0026060851201732
281,0.9990345539064202
282,0.991670257882629
283,0.9903050015671939
284,0.99183339593956
285,0.9938805175482613
286,0.9946689190057163
287,0.9989306111542483
288,0.9979214499353143
289,1.0016429059110836
290,1.0079070585292078
291,1.0180964355914424
292,1.0132802065499948
293,1.0115433976908752
294,1.00355765957617
295,0.992794014247165
296,0.9913933044195931
297,0.9920596699821035
298,0.9911427483818868
299,0.9891051276512522
300,1.0083721238858203
301,0.9986434902156024
302,1.0029950541572974
303,1.003687355474303
304,0.9989171782089845
305,1.0005899696519047
306,0.9843961962543333
307,1.0018931057972202
308,0.9993894342397261
309,1.0033574369475715
310,1.0023468928594532
311,1.004043472487123
312,1.014251275387909
313,1.0155910404296604
314,0.9996758475801043
315,1.015448852109253
316,0.9876129254768793
317,0.9976135286397233
318,0.9996631885755322
319,1.0043754686142032
320,0.9958716623104605
321,1.0054686430356743
322,1.0046416471030852
323,0.9938706713421017
324,0.9870606311660901
325,0.9725597202562936
326,1.0209381714491823
327,1.00043700933592
328,1.0156205316027243
329,1.0152496506234316
330,1.0112097859895346
331,0.9987025262339131
332,0.9933070203960103
333,0.9954611505146748
334,1.0028579776523692
335,1.0047009470230432
336,0.9975634329154212
337,0.9959920472779891
338,0.9963232679532281
339,1.0028597488612254
340,1.0023409994872003
341,1.0045051001035286
342,1.0081698582882748
343,1.007512501522934
344,1.007241889671493
345,1.0053471554169733
346,1.0066233981733188
347,1.0506471061122282
348,0.9866712317403401
349,0.992794014247165
350,0.9996058280007175
351,0.9970359433801773
352,1.0038714300178087
353,1.0020523025221788
354,0.9996331676595169
355,0.9971460113513968
356,1.001094125172054
357,0.9973491756000002
358,0.9990431610841446
359,1.0013105494001349
360,0.9966907757679911
361,1.0000558237563542
362,1.000155026609875
363,1.0015170697926221
364,1.0050342417972633
365,1.0036136626331866
366,0.9977072457434596
367,0.9919773442740514
368,0.9955587049345709
369,0.9933778461003647
370,0.9666838461880906
371,0.9804364752389622
372,0.9900980351015752
373,0.9899395487604281
374,0.9844979736642426
375,0.9892215598964673
376,0.9956398884421013
377,0.974526544961193
378,0.9645240110800767
379,0.9743847336663275
380,0.9612633204991231
381,0.956819398016679
382,0.9813232308862355
383,1.0077024093307507
384,1.0015704565745738
385,0.9741997838482618
386,0.9910697769910048
387,0.9672825934679069
388,0.9640661071814526
389,0.9652892870538862
390,0.9435700058935744
391,0.950985594196358
392,0.9428423008531172
393,0.95382832541763
394,0.97818708201959
395,1.039882539758217
396,1.0288729481850518
397,1.0476125786954833
398,1.0394309619945907
399,0.9877414017428853
400,0.9721626726865211
401,0.953873652461897
402,0.954233597471814
403,0.9736684716442244
404,1.0181041125292638
405,1.071798652065303
406,1.0286182407181004
407,1.0537644979016896
408,0.9872611346067462
409,0.9940037446010955
410,1.0018672255967853
411,1.0054695945293424
412,1.0002455304558977
413,1.0292723983610947
414,0.9802268999502105
415,1.0004505526036755
416,0.9395605794614843
417,0.8924325782147355
418,0.9076008069498395
419,0.923351738556873
420,0.9394460857084881
421,0.9594011250441601
422,0.9399168520832042
423,0.9615488280919487
424,1.0313390393570874
425,1.0855890693890575
426,1.113498441693566
427,1.0642054857921002
428,1.030955362923148
429,1.0119039330954298
430,1.0303247881100406
431,1.0163456556595298
432,1.0207151348799526
433,0.9774853984147281
434,0.9818992364341669
435,0.9669892422095502
436,0.9274096757544639
437,0.8633788543796981
438,0.8418232922306201
439,0.9172183405492936
440,0.9698459669586712
441,1.0067008079767295
442,1.0801483259025124
443,1.307748555142769
444,1.286908588048506
445,1.2548398543320178
446,1.1943695000538987
447,1.042086576010362
448,0.9868411238781044
449,0.9642401179348431
450,0.963027987324356
451,0.9840372065374358
452,1.0222560229316333
453,1.0193082048306097
454,1.0153604903505946
455,1.0004642780454482
456,1.0495003680066053
457,1.06575351644787
458,1.0602845560749248
459,1.036544605420336
460,1.0354752627532924
461,1.017751129067416
462,0.996406304451151
463,0.9837923436218642
464,0.9430078418640007
465,0.9015086603305594
466,0.9155167997044074
467,0.9630555112032743
468,1.007944034459255
469,1.025419002122547
470,1.0287791048077328
471,1.0203546562318417
472,1.0122815431420253
473,1.002084379933646
474,1.0154011400530334
475,1.0308102934919694
476,1.0255394221130654
477,1.0139526079837262
478,0.9848359023497265
479,0.9799450522376242
480,1.0025338680932432
481,1.001827019916113
482,1.006349680032244
483,0.999818660826052
484,0.9924883049960841
485,0.9869348771367846
486,0.9753136104233345
487,0.9775419461516728
488,0.9735311146804708
489,1.0465432875906282
490,1.011733831884157
491,1.0294228819085962
492,1.0295630919346321
493,0.9958306985055241
494,0.9685984705965626
495,0.9505947877576437
496,0.9732581909226349
497,0.9946109667573548
498,1.0051679856009144
499,1.006663230142037
500,1.001793830302423
501,1.0042330467381562
502,0.9886492383595913
503,0.992669218328039
504,0.9988367604063239
505,1.0046659741048265
506,1.0032083484207057
507,0.9987761876521687
508,0.9936844197193594
509,0.956993044231775
510,1.0152407455209824
511,0.9741252566954621
512,0.9598833603277016
513,0.963418924454466
514,1.0272448981129085
515,1.0181711442684869
516,1.0101764338678665
517,1.0154056420160367
518,1.0048598882700015
519,1.0034363560037078
520,0.9883982512125363
521,0.9908321527059969
522,1.0130296605025937
523,0.9974623906468856
524,1.0088281250262603
525,1.0012018969283867
526,1.0040225023882683
527,1.005502587420838
528,0.97043112960426
529,0.9874722479411764
530,1.0498678875415706
531,1.01304450737665
532,0.9610983700183868
533,0.9860197780308465
534,0.997099527365749
535,1.008635506028813
536,1.0155845160861798
537,1.0052655496136331
538,0.9928541447528938
539,0.9991413929139359
540,1.0193889643134264
541,1.0093371393870336
542,1.0105061073724395
543,0.9957697558908886
544,0.994780283021834
545,0.9992464257013883
546,1.001357436209968
547,0.9924987093487829
548,0.9644256364033466
549,0.9937443365800884
550,1.0006642183694787
551,1.0080283447512774
552,1.0393068299732278
553,1.0151156897073357
554,1.0084906585189573
555,0.9879615072592657
556,0.9723455897616855
557,0.9737461915073147
558,1.017860923981268
559,1.0287049070802567
560,1.0354863049895928
561,1.0113076866760184
562,0.9849299576360747
563,0.9727510151261729
564,0.979420100346118
565,0.9975873191926609
566,1.0175015224352246
567,1.020451648098037
568,1.0167063847675002
569,0.9902438783961252
570,0.9843945002436777
571,1.0010849052233282
572,0.987663878438915
573,1.0174592379717233
574,1.0254734171035347
575,1.0198016465622126
576,0.9922673554899406
577,0.9767010891623905
578,1.003657779465192
579,1.0097471976742496
580,1.0063198333045018
581,0.9840665352739112
582,0.9829536555138294
583,0.9968540561150363
584,0.990743903613845
585,0.9939654638039493
586,1.0174104211953994
587,1.0028315690169511
588,0.9961916171997233
589,0.9898924820413578
590,0.9939707913394639
591,0.9996776244995184
592,1.031203188906047
593,1.00564893925614
594,1.01152634611314
595,1.0023510525943493
596,0.9871153825353954
597,0.9907173936643084
598,0.9945587718284928
599,1.0020388735942334
600,0.9957379628376132
601,1.0039934940630841
602,1.003873186115657
603,1.0020502317673499
604,1.0042890342177395
605,0.9993913806492429
606,0.9895182148328548
607,0.9898906164162786
608,0.9930945893624634
609,1.0121960077272585
610,1.0035033104703739
611,0.9892100170747363
612,0.9979910394357256
613,0.9989881328954813
614,0.9880696593120345
615,0.9936395229352544
616,0.9912087211990218
617,0.995013034653818
618,0.9940928500502354
619,1.0005173933550582
620,0.989895408936722
621,0.9695112101306513
622,0.9725832234426008
623,0.9877465591349838
624,0.9896948395348941
625,1.0076021018224406
626,0.9905603907208284
627,0.9779617773768053
628,1.0416095749531107
629,1.0765808632230094
630,1.0412956799953603
631,0.9795753619773212
632,0.9797341919612687
633,0.9705284845706488
634,1.0038098320443967
635,0.982412982700758
636,0.9982074542313336
637,1.0055774255172996
638,1.0249342697602615
639,1.048217794070488
640,1.051291209134272
641,1.0354843885607354
642,1.0344276784584798
643,1.019210947312184
644,0.9908751383464014
645,0.9846850056200714
646,0.9939065719568414
647,1.0446262599130849
648,1.0418181219670735
649,0.9957565379157698
650,0.9859940575667786
651,1.000061605504381
652,1.00903843427592
653,1.0010946918918309
654,0.9913761201385678
655,0.9876163351048827
656,0.9886220132679628
657,0.9949339500760842
658,1.0065187979292787
659,1.0099779628714678
660,1.006366352905839
661,0.9966177699735239
662,1.0011634788290071
663,1.0112007582008629
664,1.011628803691354
665,0.9898850610439578
666,0.9691073470354046
667,0.9627629055577495
668,0.9828713522114682
669,1.002378454239216
670,0.9978522002907044
671,0.9952316713996797
672,1.0029468709213862
673,1.0019804721160988
674,1.0065952104128055
675,1.0094500005077023
676,1.0104268724974608
677,0.9963708837300496
678,0.9968489475321725
679,0.9905021095287986
680,0.9899312060229236
681,0.9852950886414689
682,0.9853644618830131
683,0.9913375645106968
684,1.020348689929575
685,1.0075318104680369
686,0.9903702696860401
687,0.9866567049683491
688,0.9808815892828247
689,0.9955959737669694
690,0.9928620077684512
691,0.9907747998556483
692,0.9863067509781123
693,0.9933018946065693
694,1.004942509317324
695,1.0121286752898564
696,1.023438666387488
697,1.0211732426743272
698,1.029252920445213
699,1.022745336444513
700,1.0621222767963208
701,1.0587935160757267
702,0.9925173419311121
703,0.9592923824554223
704,1.039445244082631
705,0.9710928178196974
706,0.9811057138616612
707,0.9855785830718928
708,1.1077985530266774
709,0.9387070542831774
710,0.9523519841681436
711,0.9909185719861143
712,0.8490183890193428
713,0.9689284908485248
714,1.0366529757049847
715,1.0390767254221414
716,1.0251597315784502
717,1.0310907626048254
718,1.031592415990928
719,1.0304372441837495
720,1.0264447165249573
721,1.0332894429471349
722,1.0338487508731633
723,1.0267968211447676
724,1.0160639367707132
725,1.0110608833601467
726,1.0126456010238725
727,0.9812533395581389
728,0.9789949085128073
729,0.9828085090657284
730,1.0282378297149934
731,1.026207370401811
732,0.98643172951553
733,0.9617668512659396
734,0.9867502579629761
735,1.0062596311235983
736,0.9916134984286973
737,0.9969399538156748
738,1.0022615532130323
739,1.0185249128833325
740,1.0182943386477212
741,1.0132085353598241
742,1.0291209093503055
743,1.0124561233209073
744,0.9750628425106762
745,0.9857955181420739
746,1.016962615027219
747,1.0115288682089107
748,1.0021669613263053
749,0.98199537179612
750,1.0032144203758238
751,0.9960609745231463
752,0.9851960945872654
753,0.9935784565176522
754,1.0174139118456165
755,1.014131458034904
756,1.0197032738233214
757,1.03340767191559
758,1.0077722112838794
759,0.9939150821624552
760,0.9879657584197946
761,0.9945242517078204
762,0.9964377878292252
763,0.9980286622507392
764,0.99576713674684
765,0.9933145501994823
766,0.9928157564412443
767,0.9866141763962243
768,0.9927442044716253
769,1.002310699243503
770,1.0078543950596237
771,1.0179364161837416
772,1.0234488083973716
773,1.016877304859834
774,1.0155083747616265
775,1.0170811361867842
776,1.0189763393626958
777,1.0196170238579778
778,1.0124257629011622
779,1.0059581683280872
780,1.0057411402015928
781,1.004694397230322
782,0.9955941178115709
783,0.9892305729474802
784,0.9857994896904745
785,0.9798280595216694
786,0.9744472203418715
787,0.9851737933953582
788,0.9857342236368787
789,0.9928217912893533
790,0.9932641416355471
791,0.9958809931000792
792,0.9962109108793177
793,0.9962937532364639
794,1.0026752147874207
795,1.0049383093727693
796,1.0095133130667469
797,1.0084915902584415
798,1.0076009064535423
799,0.996595983926285
800,0.9993010853131302
801,1.0008802257817866
802,1.0009060812633719
803,0.9956016097300164
804,0.9924407413493261
805,0.9940379599341265
806,0.9994467232919422
807,0.9965128726439012
808,0.9948000659539584
809,0.9933061109839202
810,0.9904488844791538
811,0.9886716950444167
812,0.9947849234708978
813,1.0026497971136283
814,1.0098180698660526
815,1.022235816630879
816,1.028541980713962
817,1.0722238209954114
818,1.1015108952688575
819,1.085110216082219
820,1.0514721562937364
821,0.9900880017321693
822,0.9337119843276084
823,0.9254335810089236
824,0.9482047582183923
825,0.9973798150654544
826,0.9987406357468389
827,1.0048339254254905
828,1.0056113474643174
829,1.0008233417012216
830,0.9913333271286707
831,0.985216685304304
832,0.9906025461536023
833,1.002554420632117
834,1.002622546653525
835,1.0004890699512914
836,0.9965284215379911
837,0.9941401861794945
838,0.994997120444577
839,0.9965198689268568
840,0.9974055110906497
841,0.9933795336657586
842,0.9846131516748088
843,0.9844888660487736
844,0.9830878943461769
845,0.9738764802709838
846,0.9667796593324665
847,0.9574609619018417
848,0.9592100897123633
849,0.969957007748797
850,0.9836684211475938
851,0.9963697333992035
852,1.000491910644459
853,1.008994625303822
854,1.007782098330785
855,1.0042475605332581
856,0.9948858304519167
857,0.9970998141475105
858,0.9973628411997312
859,1.0113780292679884
860,1.029077618105165
861,1.0460014317762667
862,1.062569245915766
863,1.06744690550959
864,1.07129200978118
865,1.0636788191065947
866,1.0503555633541435
867,1.017751382317902
868,0.9978522380538113
869,0.9844852600018956
870,0.9734499650773016
871,0.9645492634168563
872,0.9661116186269577
873,0.976804788107634
874,1.0019442146871251
875,1.028207147024859
876,1.0474554049380815
877,1.0555947210293353
878,1.0490401179945408
879,1.0420928930292155
880,1.0263454015997733
881,1.0091317790442436
882,0.9986980214113773
883,0.9952380973797175
884,0.9951251574495542
885,1.009681644813354
886,1.0217469754401038
887,1.0226148098834673
888,1.022706650729328
889,1.0208114554637404
890,1.0195483409397517
891,1.0181161738333204
892,1.0234580903940327
893,1.0225825595236797
894,1.026190728240126
895,1.0270367729667715
896,1.0279930048463366
897,1.021320797685037
898,1.0167630207703269
899,1.0036393501138745
900,0.9860999315206345
901,0.9649251535176187
902,0.9474675312901228
903,0.9290361745944019
904,0.9222936751344444
905,0.926936899192712
906,0.9372994812449221
907,0.9552578583010977
908,0.9728905199789953
909,0.9903729787842558
910,1.0184335615743425
911,1.0217775408169825
912,1.0347272995263053
913,1.0347097059745791
914,1.0272165714190946
915,1.0065958140395777
916,0.9993408133334694
917,0.9911750119746764
918,0.985471846223422
919,0.9814344350648188
920,0.9721749711739137
921,0.9723858533180127
922,0.9680772203388529
923,0.9679142187967898
924,0.9716555909220098
925,0.9817069683077533
926,0.992540462092604
927,1.0006374844158097
928,1.0121856835689784
929,1.0135459393934743
930,1.0108155786794146
931,1.0111880054628812
932,1.0125301715815682
933,1.0189614230529045
934,1.0219870575765626
935,1.0193371450310247
936,1.013564233527407
937,1.0036992943177752
938,0.9986364693575935
939,0.9972460884134868
940,0.9954430497919005
941,1.006285654773037
942,1.0081399013276877
943,1.0078476382792192
944,1.005663713340598
945,0.9937174019503735
946,0.9731770830434715
947,0.9654470253587195
948,0.9628231891048326
949,0.9672534831102961
950,0.9728244485214175
951,0.975426594833768
952,0.98395200761216
953,0.9932791165976459
954,0.9975729797889475
955,1.0117558804939064
956,1.0229674290601827
957,1.0241293045694964
958,1.0238551615795077
959,1.000619468507884
960,0.9875351220230093
961,0.9893637054309199
962,0.9984322236997362
963,1.01537051176898
964,1.0242031838624601
965,1.013775756398327
966,1.001414695007518
967,1.0029337479883704
968,1.0180287206916119
969,1.0285011775413775
970,1.0266975727788588
971,1.009353374601284
972,0.983365377557091
973,0.9699912065936473
974,0.980954844547393
975,0.9950685222626631
976,1.0050853191286797
977,1.0090340490538463
978,1.0030379004469372
979,0.9981800717606018
980,0.9913931415124879
981,0.990151876199303
982,0.9918531735841752
983,0.9991354465701835
984,0.9990346688258621
985,0.9993423668573249
986,0.9983091686631952
987,0.9960148488396144
988,0.9941005442951936
989,0.9852989937318519
990,0.9852070996643294
991,0.9888782781621811
992,0.989605354015933
993,0.9901350545466007
994,0.9985328146786163
995,0.9988815529285742
996,1.002955362761474
997,1.0064308813316492
998,1.0078479532513822
999,1.004455203338108
1000,1.0034454473119105
1001,0.9929149185761084
1002,0.9879410601189729
1003,0.9900593482145402
1004,1.0016787673610736
1005,1.0059473840569395
1006,1.0048438637365509
1007,0.9981733474201763
1008,1.0007600740732017
1009,1.0007363665151776
1010,1.0007692656676663
1011,1.0007649843244917
1012,0.9975004886038903
1013,0.9979105068091025
1014,0.9964681597186134
1015,0.9917257287380418
1016,0.9915347214338991
1017,0.9941279529285956
1018,1.0033586054183221
1019,1.0026980066350986
1020,1.0036714953320134
1021,1.001789599046127
1022,1.001316849603561
1023,0.9986883612428853
1024,1.0003678562798786
1025,0.9939492305666321
1026,0.9913090552007481
1027,0.9889502811633151
1028,0.9927163677194005
1029,0.9919778686876033
1030,0.9976629715424945
1031,1.0016784551726168
1032,1.0028930566929855
1033,1.0035995010700234
1034,1.0059386500527752
1035,1.0012284047733564
1036,0.9969424580531215
1037,0.9981209736319541
1038,0.9986237516026745
1039,0.9993450166829272
1040,1.0026750514827822
1041,1.000038875366853
1042,0.9955376567689441
1043,0.9988266982910499
1044,0.9953150690329169
1045,0.9993179427219347
1046,0.9976665329868494
1047,0.9931815645520209
1048,0.9967369218675507
1049,0.9924406044504629
1050,0.9972004628363347
1051,0.9945695304150435
1052,0.9981492835953949
1053,0.996262016996031
1054,0.9969785312838988
1055,0.9960194149131834
1056,0.9957825480821604
1057,1.0019073460659922
1058,1.0045254199247522
1059,1.0031155443985504
1060,0.9979207862771473
1061,0.9962847645271907
1062,1.001442922553752
1063,0.9976837473418118
1064,0.9986242036151537
1065,1.0004859546270504
1066,0.9974354435626398
1067,0.9969484725666619
1068,0.996493528502318
1069,0.999567959027299
1070,1.0010078978179942
1071,0.9965155045301604
1072,0.993417803562026
1073,0.9969523119367345
1074,0.9970149583381385
1075,0.9946278793780114
1076,0.991050975397835
1077,0.9972742316123484
1078,0.9967529302700846
1079,1.0005525828710853
1080,1.0005613795355086
1081,1.0003302947551873
1082,0.9996782551426233
1083,1.0012866433719168
1084,0.9967725553455011
1085,0.9972307930002964
1086,0.9962426024463118
1087,0.9967397415980763
1088,0.9979068926287662
1089,1.0019102833033504
1090,1.0024265391922742
1091,1.000007229641866
1092,0.9991088735202985
1093,0.9962579771670589
1094,0.9977262050191926
1095,0.9977831241612578
1096,0.9965410297002326
1097,0.9950569043436662
1098,0.9967041544776464
1099,0.9950277019123639
1100,0.9922018445145121
1101,0.9936035646569511
1102,0.9993799309516876
1103,0.9960284328572152
1104,0.9970056426550453
1105,0.9958123582713764
1106,1.0002543065485896
1107,1.0014425781736065
1108,1.0021400397958362
1109,1.0047684640184522
1110,0.9990810158540697
1111,1.0011806337689517
1112,0.9981227373129018
1113,0.9919594800600476
1114,0.993601170367165
1115,0.9902930473228619
1116,0.9936771132083098
1117,0.9929257543326189
1118,0.9963153040523868
1119,0.9970213981911321
1120,1.000739293738384
1121,1.0001001926837132
1122,0.9984159661163278
1123,0.9993559158382963
1124,0.9986242036151537
1125,1.0035967834215094
1126,0.9988532303041323
1127,0.9995648225447913
1128,1.0040524969651736
1129,0.9988344659416795
1130,0.9990556074123201
1131,1.0004870140831414
1132,1.000715530287204
1133,0.9976517422191974
1134,0.99859688530758
1135,0.9976508537609738
1136,0.998831895606563
1137,0.997639609200136
1138,1.0011984853484348
1139,1.0000585823150563
1140,0.997672854820657
1141,0.9946328255160293
1142,0.9955578534359517
1143,0.9953475050724746
1144,0.994352827217281
1145,0.9948278280717724
1146,0.9988724145965789
1147,0.9964687862718029
1148,0.998615142668085
1149,0.9953090963138035
1150,0.9955481163439566
1151,0.9945821609706259
1152,0.9991249092230661
1153,0.9998221612121827
1154,0.9983767442563953
1155,0.9993995024218293
1156,0.9962205159110105
1157,0.9993105241140012
1158,0.9960119644050467
1159,0.9945737563202641
1160,0.995847372494902
1161,0.9984260004757487
1162,0.9960260765768133
1163,0.9998212710854875
1164,1.0024054420602475
1165,1.0002960219005173
1166,0.997182407613572
1167,0.9986179864112202
1168,0.9962505828705948
1169,0.9988955780105345
1170,0.9995912114489602
1171,1.0026709282855468
1172,1.0007608213859094
1173,0.9991404999183048
1174,0.997182407613572
1175,0.9895970019184578
1176,0.9943438575854934
1177,0.9948363983394456
1178,0.9972046549971575
1179,0.9984010183658668
1180,0.9989417623114972
1181,1.0019832918117946
1182,0.9991508435371508
1183,0.9958883401159991
1184,0.9936754831261562
1185,0.9965611821910384
1186,0.9960904564159823
1187,0.9953379270463876
1188,1.0011224596621535
1189,0.999629537955937
1190,0.9987182879446035
1191,1.0002960219005173
1192,0.9974370785327764
1193,0.9988955780105345
1194,0.9975484082213755
1195,0.9955741940664191
1196,0.9960379988680151
1197,0.9954342651044317
1198,0.9958787109010815
1199,0.9989424078629358
1200,0.9979850109991631
1201,0.9968406783884775
1202,0.9946860751563781
1203,0.9940023423900972
1204,0.9994264137824254
1205,0.998712580397884
1206,0.9980659115118601
1207,1.000952888741523
1208,0.9964034823192862
1209,0.9989986470811659
1210,0.9995029598960676
1211,0.9971028818838104
1212,0.9994667678942606
1213,0.9965772767457625
1214,0.9975723811438446
1215,0.9980583012444714
1216,0.994720707763742
1217,0.9978389996071511
1218,0.9971321363680944
1219,0.9964732984069367
1220,0.9969456835480055
1221,0.9987121835649148
1222,0.9980489631706453
1223,0.9994621391273408
1224,0.9966303834581806
1225,0.9973678102786354
1226,0.9984876776675815
1227,0.9971284159003794
1228,0.9990578608193822
1229,0.9954488505563708
1230,0.996232085522746
1231,0.9990578608193822
1232,0.9987529647185033
1233,0.9961655227174849
1234,0.9949630108164825
1235,0.9973658957303483
1236,0.9954699843094215
1237,0.9976363377749429
1238,0.9997335297302977
1239,0.9927102913393212
1240,1.0005060237909615
1241,0.999551495754971
1242,0.9981549913084641
1243,1.0018926927356044
1244,0.9995721307344457
1245,0.9961414837125296
1246,1.0016469022035661
1247,0.9954131635662651
1248,0.9945177919243073
1249,0.9944383403328735
1250,0.9964732984069367
1251,0.9992950432594969
1252,0.9952763952711828
1253,0.9943032216150162
1254,0.995255385503138
1255,0.9997335297302977
1256,0.9969232719462416
1257,0.9985627319507773
1258,1.0014431171394609
1259,0.9975295676665429
1260,0.996384321252096
1261,0.9970817838843511
1262,0.9962371767209856
1263,0.9966196968287352
1264,0.9964006124792376
1265,0.9937938073569386
